datetime,direct_radiation,PM25_PED,PM10_PED,SO2_PED,O3_PED,NO2_PED,CO_PED,RH_PED,TMP_PED,WDR_PED,WSP_PED,is_festival,is_weekend,AirQualityIndex,station_name
7/14/2021 12:00:00,0,34,67,3,37,26,0.48,48,18,1,2.6,0,0,1,TLA
10/21/2021 14:00:00,21,13,47,3,28,12,0.26,46,21,348,4.6,0,0,1,TLA
11/23/2021 3:00:00,0,13.64583333,38,3,19,10,0,66,12.9,342,2.6,0,0,1,TLA
2/1/2022 0:00:00,87,13,29,3,7,26,0.29,44,14.5,336,1.1,0,0,1,TLA
5/27/2022 21:00:00,801,23,62,3,32,17,0.17,40,19.4,345,5.7,0,0,1,TLA
6/1/2022 6:00:00,0,11,32,3,3,30,0.35,65,14.4,331,2.7,0,0,1,TLA
8/3/2022 2:00:00,0,14,35,3,11,20,0.0525,71,15.5,343,2.6,0,0,1,TLA
9/15/2022 7:00:00,0,10,26,3,4,28,0.5479166667,69,14.9,325,3.4,0,0,1,TLA
3/29/2023 7:00:00,0,40,72,3,1,29,0.85,71,12.8,342,0.8,0,0,1,TLA
8/23/2023 3:00:00,0,14,24,3,19,17,0.09,68,15.5,333,3.5,0,0,1,TLA
1/28/2021 17:00:00,391,13,66,4,41,23,0.36,37,19.7,345,4.4,0,0,1,TLA
2/16/2021 8:00:00,0,21,56,4,2,45,1.51,21,10.2,30,1.2,1,0,1,TLA
6/16/2021 1:00:00,41,15,21,4,23,8,0.1,70,14.3,322,3.7,0,0,1,TLA
7/1/2021 21:00:00,20,13,29,4,3,34,0.59,75,16.3,337,2.3,0,0,1,TLA
8/8/2022 6:00:00,0,12,28,4,6,29,0.4202083333,70,13.8,349,2.5,0,0,1,TLA
8/25/2022 8:00:00,0,22,50,4,12,32,0.605,64,15.1,354,2.4,0,0,1,TLA
9/13/2022 2:00:00,0,12,22,4,15,17,0.01,70,14.6,354,2.6,0,0,1,TLA
10/7/2022 12:00:00,0,27,45,4,41,20,0.4,49,17.8,322,2.8,0,0,1,TLA
4/2/2021 6:00:00,0,5,8,5,12,16,0.12,66,11.3,336,3.4,1,0,1,TLA
1/3/2022 10:00:00,0,38,84,5,5,30,0.6,64,10.8,7,1.1,0,0,1,TLA
7/8/2022 23:00:00,360,16.5625,22.83333333,5,14,18,0.2,55,17.5,340,3.7,0,0,1,TLA
7/14/2022 8:00:00,0,22.875,49.03125,5,21,47,0.75,58,16.7,334,1,0,0,1,TLA
8/23/2023 23:00:00,228,4,18,5,12,20,0.29,65,16.6,338,3.2,0,0,1,TLA
2/1/2021 15:00:00,34,24.20833333,49.67708333,6,49,10,0.17,42,16.5,339,3.4,1,0,1,TLA
9/22/2021 21:00:00,510,8,27,6,13,21,0.2,59,15.7,346,3.8,0,0,1,TLA
11/2/2021 4:00:00,0,10,22,6,6,22,0.12,42,11.4,318,1.3,1,0,1,TLA
1/12/2022 0:00:00,47,14,35,7,6,24,0.14,64,9.8,329,3.7,0,0,1,TLA
7/1/2022 7:00:00,0,21.5,44.69791667,8,5,32,0.65,70,14.9,329,2.1,0,0,1,TLA
2/9/2022 1:00:00,9,44,102,9,1,36,0.77,63,10.2,323,1.2,0,0,1,TLA
11/29/2023 7:00:00,0,16,48,12,3,32,0.64,65.625,10.4,282.6458333,1.827083333,0,0,1,TLA
11/21/2022 6:00:00,0,11,16,14,11,15,0.21,73,11.7,323,2.1,1,0,1,TLA
3/29/2021 7:00:00,0,7,11,1,5,25,0.24,66,13.2,325,3.4,0,0,1,TLA
3/31/2021 1:00:00,20,28,48,1,24,37,0.37,34,18,320,2.8,0,0,1,TLA
4/1/2021 1:00:00,36,18,25,1,32,11,0.07,57,14.3,328,3,1,0,1,TLA
6/21/2021 1:00:00,9,15,18,1,11,20,0.28,78,16.1,335,1.7,0,0,1,TLA
7/27/2021 4:00:00,0,8,16,1,15,17,0.08,76,12.7,317,1.6,0,0,1,TLA
8/23/2021 2:00:00,0,4,12,1,13,12,0.06,75,12.9,325,3.5,0,0,1,TLA
8/26/2021 23:00:00,200,7,19,1,14,15,0.08,64,15.1,327,4.3,0,0,1,TLA
1/11/2022 15:00:00,128,19,45,1,24,19,0.43,42,15.5,354,1.9,0,0,1,TLA
4/5/2022 4:00:00,0,21,52,1,5,35,0.15,32,16,317,1.3,0,0,1,TLA
4/6/2022 1:00:00,36,23,59,1,10,36,0.25,27,18.8,321,2.1,0,0,1,TLA
6/17/2022 1:00:00,57,11,25,1,20,14,0.14,73,14.2,322,3.4,0,0,1,TLA
6/22/2022 15:00:00,113,5,19,1,20,19,0.7,51,19.1,27,3.1,0,0,1,TLA
7/13/2022 21:00:00,694,14.05208333,23.73958333,1,47,20,0.25,53,18,16,1.5,0,0,1,TLA
7/25/2022 3:00:00,0,5,7,1,18,7,0.03,71,14.6,323,3.6,0,0,1,TLA
7/25/2022 23:00:00,7,5,16,1,14,16,0.15,67,16.6,325,3.6,0,0,1,TLA
7/26/2022 0:00:00,66,5,15,1,13,19,0.12,65,16.1,325,3.6,0,0,1,TLA
9/27/2022 17:00:00,104,18.97916667,36,1,27,23,0.215,50,18.4,335,4.1,0,0,1,TLA
9/29/2022 10:00:00,0,25.17708333,45.64583333,1,39,15,0.5770833333,48,14,359,2.7,0,0,1,TLA
11/3/2022 0:00:00,64,15,35,1,10,27,0.14,58,14.1,324,3,0,0,1,TLA
7/31/2023 1:00:00,35,10.58333333,22,1,10,13,0.12,73,15.3,321,4.1,0,0,1,TLA
11/29/2023 4:00:00,0,3,8,1,18,16,0.03,63.97916667,11.7,321.1458333,1.164583333,0,0,1,TLA
1/12/2021 23:00:00,231,10,19,0,4,32,0.52,58,12,273,1.8,0,0,1,PED
1/28/2021 3:00:00,0,5,8,0,24,6,0.15,69,11.7,326,3.4,0,0,1,PED
2/15/2021 1:00:00,16,15.55208333,25.60416667,0,26,13,0.3,21,9.9,232,2,0,0,1,PED
4/1/2021 11:00:00,0,9,22,0,38,8,0.15,46,14.6,4,3.4,1,0,1,PED
10/11/2022 2:00:00,0,10,14,0,19,8.3125,0.14,69,13.8,310,1.4,0,0,1,PED
7/17/2023 3:00:00,0,2,5,0,33,5,0.05,66,15.4,303,2.1,0,0,1,PED
7/31/2023 1:00:00,35,11.33333333,15.80208333,0,12,12,0.2,77,14.6,292,2,0,0,1,PED
4/19/2022 6:00:00,0,13.14583333,28,2,24,9,0.13,58,16.1,193,1,0,0,1,PED
10/8/2021 9:00:00,0,10,12,3,22,23,0.43,59,14.7,333,1.1,0,0,1,PED
6/21/2022 3:00:00,0,13.5,20.5,3,17,9,0.06,69,15.8,350,3.3,0,0,1,PED
11/2/2022 2:00:00,0,25,31,5,26,7,0.11,68.47916667,12.59791667,331,2.5,0,0,1,PED
10/21/2021 7:00:00,0,15.5,21.11458333,7,5,22,0.27,75,14.7,338,2.6,0,0,1,PED
1/11/2022 23:00:00,163,9,19,9,11,18,0.25,63,11.1,291,1.7,0,0,1,PED
7/15/2021 9:00:00,0,10,17,11,16,18,0.27,70,15.1,309,1.3,0,0,1,PED
1/13/2021 23:00:00,30,16,38,13,17,22,0.28,51,14.3,297,1.5,0,0,1,PED
9/27/2022 4:00:00,0,9.3125,15,0.625,18.45833333,6.854166667,0.1272916667,78,13.4,343,2.4,0,0,1,PED
4/1/2021 5:00:00,0,19,25,1,38,7,0.1,65,13.9,336,2.5,1,0,1,PED
5/28/2021 3:00:00,0,11,19,1,18,13,0.21,64,16.6,214,1.1,0,0,1,PED
5/28/2021 5:00:00,0,14,20,1,20,12,0.15,64,15.7,219,1.9,0,0,1,PED
6/14/2021 5:00:00,0,10,12,1,7,11,0.09,89,14,336,1.3,0,0,1,PED
7/28/2021 10:00:00,0,23.5,34,1,25,19,0.34,63,17.5,65,2.1,0,0,1,PED
7/30/2021 0:00:00,154,8,13,1,18,13,0.12,74,16.3,318,2.2,0,0,1,PED
8/26/2021 5:00:00,0,4,8,1,20,7,0.06,75,13.9,329,2.2,0,0,1,PED
8/26/2021 16:00:00,409,8,45,1,40,12,0.21,38,21.8,332,4.3,0,0,1,PED
8/27/2021 23:00:00,3,1,2,1,15,6,0.08,68,15.5,131,2.2,0,0,1,PED
9/13/2021 22:00:00,44,2,4,1,6,13,0.23,68,16.8,195,0.6,0,0,1,PED
10/25/2021 22:00:00,224,8,16,1,5,15,0.2,54,15.4,233,1.8,0,0,1,PED
11/19/2021 7:00:00,0,19,27,1,14,21,0.17,72,11.9,320,1.3,0,0,1,PED
11/23/2021 8:00:00,0,7.666666667,22.8125,1,9,21,0.21,74,11.8,330,1.7,0,0,1,PED
11/26/2021 16:00:00,389,28,38,1,79,16,0.25,38,19.4,203,1.3,0,0,1,PED
1/24/2022 21:00:00,603,12,18,1,27,10,0.13,49,15.3,158,1.8,0,0,1,PED
3/2/2022 6:00:00,0,13,21,1,22,17,0.11,38,9.9,227,1.1,0,0,1,PED
4/27/2022 5:00:00,0,10,14,1,24,9,0.06,68,12.3,354,1.6,0,0,1,PED
5/27/2022 22:00:00,488,15,33,1,30,13,0.17,43,18.8,333,4.5,0,0,1,PED
6/21/2022 23:00:00,324,15.5,23,1,16,17,0.22,81,14.1,296,1.5,0,0,1,PED
6/29/2022 2:00:00,0,5,9,1,5,16,0.27,81,15,340,2,0,0,1,PED
6/30/2022 5:00:00,0,7,11,1,23,10,0.11,70,14.5,337,1.5,0,0,1,PED
7/7/2022 22:00:00,140,8,10,1,27.91666667,16,0.35,81,14.1,261,2.5,0,0,1,PED
7/22/2022 3:00:00,0,11,18,1,17.67708333,13,0.12,56,15.6,192,0.7,0,0,1,PED
7/25/2022 3:00:00,0,6,9,1,16.13541667,16.45833333,0.04,82,14.7,324,1.4,0,0,1,PED
9/14/2022 13:00:00,5,9.5,16.5,1,47.42708333,12.55208333,0.25,49,21.43541667,143.75,1.80625,0,0,1,PED
9/28/2022 18:00:00,517,11,21.5,1,27,12,0.22,61,17,337,4.3,0,0,1,PED
9/30/2022 5:00:00,0,19,23,1,20,16,0.04,72,11.1,344,1.8,0,0,1,PED
10/14/2022 4:00:00,0,6,11,1,13,10,0.01,65,13.1,212,1.6,0,0,1,PED
10/19/2022 14:00:00,24,9,22,1,22,14.9375,0.28,63,15,301,2.5,0,0,1,PED
10/19/2022 22:00:00,55,4,12,1,21,20.20833333,0.13,68,12.5,313,2.1,0,0,1,PED
7/24/2023 9:00:00,0,5,10,1,16,16,0.22,65,15.2,325,2.5,0,0,1,PED
8/15/2023 16:00:00,408,1,15,1,28,16,0.27,59,17.4,67,2.1,0,0,1,PED
10/16/2023 2:00:00,0,14,20.5,1,30,10,0.1866666667,71,12.3,310,2.5,0,0,1,PED
12/6/2023 15:00:00,0,15,28,1,13,23,0.3135416667,64,13.5,311,2.5,0,0,1,PED
9/15/2022 9:00:00,0,11.22916667,19.77083333,1.5,12.5,20.5,0.3992708333,66,15.9,313,2.5,0,0,1,PED
9/21/2022 14:00:00,131,33.28125,44.5,2.1875,89,18.66666667,0.2910416667,39,20.2,58,2.1,0,0,1,PED
5/7/2021 9:00:00,0,16,26,1.083333333,21,22,0.21,59,14.9,354,2.1,0,0,1,PED
9/13/2022 4:00:00,0,11.35416667,15.25,0.3541666667,19,9,0.06354166667,72,13.7,342,2,0,0,1,PED
10/16/2023 11:00:00,0,20,36.3125,2.041666667,30.3125,15.83333333,0.2875,50.375,17.66666667,82.97916667,1.827083333,0,0,1,PED
9/21/2022 13:00:00,8,41.65625,53,2.177083333,68,22.3125,0.3411458333,43,19.5,16,2.1,0,0,1,PED
9/20/2022 13:00:00,0,27,35.47916667,4.354166667,71.39583333,23,0.4,46,19.9,323,2.3,0,0,1,PED
1/28/2021 14:00:00,12,22.5,41.88541667,2.0625,57,16.17708333,0.3202083333,36,19.7,51,2.1,0,0,1,BJU
7/19/2021 9:00:00,0,22,33,16,14,26,0.51,61,17.2,51,1.3,0,0,1,BJU
8/6/2021 4:00:00,0,9,13,1.572916667,12,13.39583333,0.035625,74,15.4,326,1.1,0,0,1,BJU
2/14/2022 3:00:00,0,14,21,7.864583333,2.4375,38.85416667,0.6372916667,64,9.9,72,0.8,0,0,1,BJU
11/2/2022 11:00:00,0,35,47,16,32,20,0.29,53,17.2,354,1.7,0,0,1,BJU
8/15/2023 7:00:00,0,11.39583333,20.14583333,1.708333333,4,28.1875,0.5177083333,67,13.9,324,1.6,0,0,1,BJU
8/21/2023 4:00:00,0,23,43,1.041666667,26.58333333,19,0.1,71,15.1,323,1.9,0,0,1,BJU
8/22/2023 1:00:00,0,6,11,1.5,12,25,0.3075,77,15.9,327,1.3,0,0,1,BJU
4/2/2021 17:00:00,501,6,31,0,36,5,0.06,29,22.6,339,2.8,1,0,1,BJU
10/6/2021 20:00:00,515,12,15,0,17,26,0.5,88,14.3,237,1.6,0,0,1,BJU
11/23/2023 11:00:00,0,31.36458333,47,0,23,11,0.19,59,14.3,164,3.9,0,0,1,BJU
1/28/2021 17:00:00,391,18,53,2,44.625,11,0.33,35,21.1,338,2.1,0,0,1,BJU
7/30/2021 10:00:00,0,12,20,2,19,23,0.44,54,17.6,329,1.4,0,0,1,BJU
8/24/2021 12:00:00,0,15,24,2,40,20,0.29,50,19.7,84,1.7,0,0,1,BJU
8/26/2021 11:00:00,0,14,30,2,33,18,0.21,46,18.2,307,2,0,0,1,BJU
6/2/2022 9:00:00,0,12,26,2,19,22,0.36,55,16.5,40,2.3,0,0,1,BJU
6/16/2022 19:00:00,414,11,24,2,38,9,0.1,38,20.9,182,4.1,0,0,1,BJU
8/8/2022 5:00:00,0,7,10,2,10.23958333,18,0.06,70,15.26041667,336,1.9,0,0,1,BJU
9/15/2022 7:00:00,0,14,25,2,2,31,0.35,68,15.8,321,1.7,0,0,1,BJU
12/1/2022 7:00:00,0,13,21,2,6,26,0.24,71,12.9,295,2.1,0,0,1,BJU
7/24/2023 9:00:00,0,3,7,2,16,15,0.19,63,16.5,360,2.1,0,0,1,BJU
10/2/2023 3:00:00,0,16,22,2,23,14,0.18,71,14.14791667,343,2.1,0,0,1,BJU
8/11/2022 5:00:00,0,8,14,5,7.895833333,18,0.07,67,15.15,316,1.6,0,0,1,BJU
7/7/2022 7:00:00,0,21,30,6,3,29,0.3,68,16.1,298,1.1,0,0,1,BJU
1/14/2021 1:00:00,0,18,33,7,7,28,0.3772916667,53,14,334,0.8,0,0,1,BJU
6/20/2022 11:00:00,0,21,31,7,37,25,0.33,45,17.6,1,2.1,0,0,1,BJU
10/8/2021 4:00:00,0,13,18,9,29,11,0.2,61,14.5,337,1.9,0,0,1,BJU
8/11/2022 6:00:00,0,13,20,9,6,23,0.14,68,15.40208333,346,1.4,0,0,1,BJU
12/15/2020 23:00:00,182,13,23,1,17,18,0.2,52,16.2,253,2,0,0,1,BJU
1/20/2021 0:00:00,88,14,31,1,7.666666667,36.97916667,0.16,46,16,316,1.7,0,0,1,BJU
6/25/2021 23:00:00,183,11,14,1,4,31,0.44,70,15.10416667,55,1.1,0,0,1,BJU
9/10/2021 2:00:00,0,13,19,1,22,16,0.11,69,16.2,350,2,0,0,1,BJU
9/22/2021 11:00:00,0,9,16,1,39,12,0.12,45,19.1,25,2.5,0,0,1,BJU
9/23/2021 20:00:00,569,9,21,1,25,22,0.21,50,20,352,2.7,0,0,1,BJU
11/23/2021 16:00:00,245,10,22,1,44,14,0.23,37,23,82,1.8,0,0,1,BJU
5/12/2022 5:00:00,0,13,21,1,22,17,0.11,64,14.4,316,1.7,0,0,1,BJU
6/1/2022 23:00:00,265,13,19,1,32,8,0.09,54,18.4,360,3.1,0,0,1,BJU
6/28/2022 21:00:00,310,7,11,1,1,35,0.97,83,15.5,99,0.7,0,0,1,BJU
6/29/2022 4:00:00,0,11,15,1,6,17,0.16,82,14.3,299,0.9,0,0,1,BJU
9/12/2022 11:00:00,0,10,21,1,35,19,0.28,53,17.4,334,2.2,0,0,1,BJU
9/14/2022 12:00:00,0,15,22,1,41,19,0.27,49,18.8,11,2.2,0,0,1,BJU
9/16/2022 15:00:00,139,5,11,1,39,5,0.04,45,21.8,7,3.1,1,0,1,BJU
9/20/2022 21:00:00,470,7,13,1,7,22,0.37,73,16.6,328,2.1,0,0,1,BJU
9/22/2022 13:00:00,5,13,23,1,59,8,0.11,33,20.7,20,3,0,0,1,BJU
9/26/2022 16:00:00,453,11,29,1,33,13,0.32,47,20.9,331,3.4,0,0,1,BJU
9/27/2022 23:00:00,284,7,14,1,13,19,0.17,67,15.6,329,2.1,0,0,1,BJU
9/28/2022 13:00:00,5,6,15,1,44,11,0.28,50,19,353,2.5,0,0,1,BJU
9/29/2022 10:00:00,0,7,16,1,37,16,0.27,54,14.3,359,2.3,0,0,1,BJU
10/19/2022 1:00:00,0,8,10,1,13,11,0.16,75,14.3,355,2.2,0,0,1,BJU
10/20/2022 3:00:00,0,4,9,1,18,14,0.11,70,11.5,302,1.9,0,0,1,BJU
10/9/2023 3:00:00,0,2,8,1,23,15,0.23,72.5,15.30208333,321,1.7,0,0,1,BJU
10/11/2023 20:00:00,275,3,8,1,5,19,0.58,56,19.2,238,0.9,0,0,1,BJU
1/14/2021 23:00:00,51,21,54,14,1,37,0.49,40,16.3,72,1.6,0,0,1,MER
11/16/2021 1:00:00,0,12,21,10.14583333,1.541666667,35,0.5811458333,62,11.9,317,1.3,0,0,1,MER
3/25/2022 3:00:00,0,19.26041667,44.01041667,29,15,29,0.21,43,12.9,287,2.4,0,0,1,MER
6/16/2021 19:00:00,543,6,11,0,32,18,0.34,35,22.68854167,347,4.8,0,0,1,MER
6/22/2022 0:00:00,131,8,13,0,11,26,0.22,79,15.1,294,2.5,0,0,1,MER
10/19/2022 3:00:00,0,1,3,0,17,11,0.11,71,14.1,321,2.4,0,0,1,MER
2/12/2021 2:00:00,0,19,33,2,2,30,0.44,51,13.74166667,311,1.3,0,0,1,MER
4/1/2021 7:00:00,0,14,22,2,29,14,0.11,57,13.93541667,9,3.7,1,0,1,MER
6/25/2021 21:00:00,227,15,17,2,3,36,0.59,70,15.17083333,27,2.2,0,0,1,MER
8/23/2021 12:00:00,0,15,30,2,47,18,0.24,39,21.425,50,2.1,0,0,1,MER
10/6/2021 12:00:00,0,23.97916667,30,2,50.60416667,32.64583333,0.425,64,17.8,314,1.8,0,0,1,MER
11/23/2021 1:00:00,0,5,8,2,21,6,0.07,67,14.6,354,3.3,0,0,1,MER
12/2/2021 2:00:00,0,12,28,2,1,28,0.37,41,14.3,303,2,0,0,1,MER
1/11/2022 12:00:00,0,38.83333333,69.875,2,8,23,0.68,64,12.8,292,1.7,0,0,1,MER
4/27/2022 1:00:00,13,27.05208333,45.5,2,15.0625,38.22916667,0.3378125,61,13.9,320,2.9,0,0,1,MER
5/12/2022 8:00:00,0,28,48,2,10,33,0.54,63,15.5,355,1.6,0,0,1,MER
9/21/2022 9:00:00,0,7,19,2,11,22,0.56,70,15.7,295,1.9,0,0,1,MER
9/26/2022 9:00:00,0,2,14,2,7,23,0.5,67,16.2,17,3.3,0,0,1,MER
10/2/2023 5:00:00,0,14,22,2,11,21,0.2,70,18.2,323,2,0,0,1,MER
10/11/2023 23:00:00,256,2,9,2,1,21,0.78,65,18.8,123,0.8,0,0,1,MER
8/27/2021 4:00:00,0,27,39,3,8,21,0.3,70,16.58541667,316,2.5,0,0,1,MER
6/1/2022 2:00:00,0,10,22,3,10,24,0.04,59,17.6,289,1.8,0,0,1,MER
6/16/2022 8:00:00,0,41,74,3,3,22,0.75,66,14.9,320,2.5,0,0,1,MER
9/14/2022 8:00:00,0,24,44,3,2,35,1.15,75,16,324,1.8,0,0,1,MER
2/1/2021 10:00:00,0,5,15,4,15,22,0.53,64,13.3875,327,4.3,1,0,1,MER
7/21/2023 6:00:00,0,9,18,4,7,26,0.33,65,18.7,337,1.8,0,0,1,MER
8/15/2023 8:00:00,0,18,36,4,4,24,0.57,67,15.8,309,3,0,0,1,MER
1/11/2022 9:00:00,0,33.39583333,79,5,2,28,0.95,73,10.9,315,3,0,0,1,MER
10/4/2022 2:00:00,0,16,32,5,2,35,0.11,66,14.4,298,1.9,0,0,1,MER
6/11/2021 2:00:00,0,10,14,8,11,24,0.21,61,17.2,302,2.7,0,0,1,MER
7/23/2021 9:00:00,0,37,69,10,4,34,0.86,63,18.45625,248,1.3,0,0,1,MER
2/1/2021 12:00:00,0,2,15,1,23,16,0.37,60,17.75625,356,3.1,1,0,1,MER
2/1/2021 15:00:00,34,14,36,1,49,15,0.32,44,22.31770833,278,2.5,1,0,1,MER
4/2/2021 3:00:00,0,8,12,1,16,12,0.04,65,17.88125,282,2.2,1,0,1,MER
5/7/2021 16:00:00,566,12,18,1,52,17,0.15,25,27.49791667,14,3.1,0,0,1,MER
5/24/2021 5:00:00,0,13,14,1,31,17,0.06,65,16.7125,307,1.8,0,0,1,MER
5/31/2021 3:00:00,0,23,26,1,16,20,0.11,63,18.94583333,312,2.2,0,0,1,MER
6/25/2021 2:00:00,0,9,10,1,10.20833333,27.125,0.331875,87,15.45,334,1.2,0,0,1,MER
7/22/2021 6:00:00,0,7,16,1,5,27,0.43,76,15.8,320,1.8,0,0,1,MER
7/30/2021 6:00:00,0,8,14,1,4,26,0.55,74,14.90625,293,2.2,0,0,1,MER
8/16/2021 3:00:00,0,4,9,1,20,8,0.09,65,14.97083333,298,2.5,0,0,1,MER
8/25/2021 12:00:00,0,11,23,1,29,15,0.18,41,20.6,8,2.9,0,0,1,MER
9/13/2021 6:00:00,0,11.54166667,22,1,2,26,0.35,80,15.4,320,1.3,0,0,1,MER
10/5/2021 14:00:00,48,9,14,1,31,17,0.31,48,22,342,3,0,0,1,MER
11/19/2021 15:00:00,109,9,26,1,19,21,0.39,54,17.4,317,2.9,0,0,1,MER
4/5/2022 0:00:00,182,22,40,1,22,27,0.26,25,20.8,250,1.6,0,0,1,MER
5/13/2022 2:00:00,0,15,32,1,18,20,0.09,55,17.2,326,1.3,0,0,1,MER
6/14/2022 23:00:00,117,8,10,1,12,20,0.32,85,15.6,305,1.8,0,0,1,MER
6/15/2022 14:00:00,105,9,21,1,43,32,0.6,43,23.2,242,1.4,0,0,1,MER
6/17/2022 2:00:00,0,18,30,1,7,23,0.18,74,15.5,306,2.2,0,0,1,MER
6/27/2022 23:00:00,147,5,8,1,10,17,0.22,86,15.1,154,1.5,0,0,1,MER
8/1/2022 2:00:00,0,14,17,1,30,10,0,70,15.9,309,2.5,0,0,1,MER
9/16/2022 16:00:00,32,20.97916667,30.72916667,1,28,11,0.12,51,22.6,20,3.7,1,0,1,MER
9/21/2022 3:00:00,0,17.0625,27.91666667,1,11,15,0.06,73,15.8,337,1.8,0,0,1,MER
9/27/2022 2:00:00,0,12.83333333,24.03125,1,23,7,0.07,68,15.6,14,2.1,0,0,1,MER
12/1/2022 12:00:00,0,22,37,1,24,26,0.47,52,17.6,356,2,0,0,1,MER
12/30/2022 23:00:00,51,17,26,1,13,33,0.55,60,14.8,138,1.9,0,0,1,MER
8/24/2023 4:00:00,0,3,8,1,12,14,0.14,72,17.5,324,2.1,0,0,1,MER
10/16/2023 12:00:00,0,21,39.14583333,1,27,21,0.46,56,17.8,336,2.8,0,0,1,MER
12/25/2023 23:00:00,105,8,20,1,8,22,0.31,53,16.5,222,1.4,1,0,1,MER
4/5/2021 2:00:00,0,26,31,55,9,29,0.09,53,11.8,341,1.9,0,0,1,TLA
7/13/2021 3:00:00,0,18,40,1.166666667,9.979166667,20.35416667,0.1527083333,70,14.9,318,3.8,0,0,1,TLA
7/13/2021 5:00:00,0,25,51,20,13,14,0.12,71,14.9,323,3.1,0,0,1,TLA
7/15/2021 8:00:00,0,29,54,48,8,25,0.73,73,14,322,2.7,0,0,1,TLA
8/23/2021 12:00:00,0,16.64583333,36.20833333,2.875,43.63541667,21.45833333,0.39,45,19.4,351,2,0,0,1,TLA
11/3/2021 0:00:00,39,16,32,104,2,34,0.51,37,13.3,345,1.3,0,0,1,TLA
11/9/2021 3:00:00,0,26,36,38,10,21,0.08,70,10,319,2.6,0,0,1,TLA
11/10/2021 1:00:00,0,19,30,13.41666667,7,25.21875,0.2948958333,71,11.9,318,1.9,0,0,1,TLA
3/10/2022 3:00:00,0,16,38,5.9375,19.45833333,30.1875,0.3079166667,33,15.2,26,2.1,0,0,1,TLA
8/12/2022 18:00:00,869,13.17708333,29.17708333,1.5,32.89583333,31.94791667,0.6,58.35416667,18.2,333.125,2.645833333,0,0,1,TLA
8/12/2022 23:00:00,100,12.22916667,24,1.5,11,23.84375,0.3145833333,58.5,16.61041667,28.16666667,1.591666667,0,0,1,TLA
9/21/2022 21:00:00,526,17.60416667,32.64583333,1.458333333,20,16,0.2954166667,52,16.8,346,3.9,0,0,1,TLA
9/23/2022 8:00:00,0,24.64583333,68.75,5.604166667,6,32,1.00375,71,13.8,3,2,0,0,1,TLA
8/2/2023 1:00:00,7,13.22916667,22.45833333,1.6875,11.52083333,19.9375,0.0775,65,16.2,338,3.4,0,0,1,TLA
12/5/2023 1:00:00,0,25,34,18,5,17,0.24,53.02083333,12.95625,321.5,1.9,0,0,1,TLA
2/11/2021 23:00:00,334,12,25,2,4,26,0.4,36,15.2,338,1.5,0,0,1,TLA
4/1/2021 5:00:00,0,23,29,2,31,13,0.1,60,13.8,337,3.8,1,0,1,TLA
4/2/2021 13:00:00,3,8,13,2,39,8,0.15,39,18.1,342,3,1,0,1,TLA
5/10/2021 7:00:00,0,37.80208333,83.07291667,2,3,32,0.59,73,14.9,323,1.5,0,0,1,TLA
5/19/2021 0:00:00,180,20,33,2,9,59,0.9,44,18.1,39,2.8,0,0,1,TLA
6/11/2021 19:00:00,499,16.04166667,40,2,16,29,0.65,64,16.4,347,2.1,0,0,1,TLA
6/15/2021 4:00:00,0,22.5,29.83333333,2,10,13,0.09,72,13.8,330,3.5,0,0,1,TLA
7/13/2021 13:00:00,7,22,53,2,53,10,0.23,42,21.4,355,3,0,0,1,TLA
7/22/2021 5:00:00,0,4,12,2,16,16,0.09,74,14.4,325,2.7,0,0,1,TLA
8/6/2021 12:00:00,0,27,52,2,48,19,0.41,50,20,15,2.2,0,0,1,TLA
10/6/2021 4:00:00,0,5,15,2,9,19,0.02,75,13.9,328,2.5,0,0,1,TLA
6/22/2022 9:00:00,0,20.44791667,33,2,14.36458333,24.10416667,0.65,68,14.4,317,3.9,0,0,1,TLA
6/27/2022 10:00:00,0,6,27,2,25,16,0.44,54,17.1,341,2.9,0,0,1,TLA